#,Company.ID,event,time,Theme,Account.Users,Metric.Count,Graph.Origin,Number.of.Graphs.on.Dashboard,Graphs.Owned
430,51b809b091fc0f51dc7aca9ddc486bfe,Graph Saved in Editor,8/1/2018 0:50,,1,NA,Custom,NA,17
431,51b809b091fc0f51dc7aca9ddc486bfe,View Dashboard,8/1/2018 0:50,Dark,1,NA,,NA,8
432,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:50,,1,NA,Custom,NA,6
433,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:50,Dark,1,NA,,NA,1
434,6c5941a5643cbcc803d42298adec6661,View Dashboard,8/1/2018 0:50,Light,41,NA,,NA,0
435,e8b0f503c5720f3c305f37871c4fef40,Edit Graph from Dashboard,8/1/2018 0:50,,1,NA,Custom,NA,1
436,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 0:50,,1,NA,Custom,NA,1
437,51b809b091fc0f51dc7aca9ddc486bfe,Edit Graph from Dashboard,8/1/2018 0:51,,1,NA,Custom,NA,8
438,b8610d38ddca3692d34a55594e0b4df5,Orientation Switch,8/1/2018 0:51,,1,NA,,NA,50
439,51b809b091fc0f51dc7aca9ddc486bfe,Graph Editor,8/1/2018 0:51,,1,NA,Custom,NA,8
440,b8610d38ddca3692d34a55594e0b4df5,View Dashboard,8/1/2018 0:51,Light,1,NA,,NA,50
441,b8610d38ddca3692d34a55594e0b4df5,Orientation Switch,8/1/2018 0:51,,1,NA,,NA,50
442,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:51,,1,NA,Custom,NA,6
443,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:51,Dark,1,NA,,NA,1
444,e8b0f503c5720f3c305f37871c4fef40,Edit Graph from Dashboard,8/1/2018 0:51,,1,NA,Custom,NA,1
445,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 0:51,,1,NA,Custom,NA,1
446,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:52,,1,NA,Custom,NA,6
447,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:52,Dark,1,NA,,NA,1
448,51b809b091fc0f51dc7aca9ddc486bfe,Graph Saved in Editor,8/1/2018 0:52,,1,NA,Custom,NA,17
449,51b809b091fc0f51dc7aca9ddc486bfe,View Dashboard,8/1/2018 0:52,Dark,1,NA,,NA,8
450,51b809b091fc0f51dc7aca9ddc486bfe,Edit Graph from Dashboard,8/1/2018 0:52,,1,NA,Custom,NA,8
451,51b809b091fc0f51dc7aca9ddc486bfe,Graph Editor,8/1/2018 0:52,,1,NA,Custom,NA,8
452,51b809b091fc0f51dc7aca9ddc486bfe,Graph Saved in Editor,8/1/2018 0:52,,1,NA,Custom,NA,17
453,51b809b091fc0f51dc7aca9ddc486bfe,View Dashboard,8/1/2018 0:52,Dark,1,NA,,NA,8
454,197c731783a51319754597fea6c43112,Orientation Switch,8/1/2018 0:52,,112,NA,,NA,0
455,b8610d38ddca3692d34a55594e0b4df5,Tab Switched,8/1/2018 0:52,,1,NA,,NA,50
456,51b809b091fc0f51dc7aca9ddc486bfe,Edit Graph from Dashboard,8/1/2018 0:53,,1,NA,Custom,NA,8
457,51b809b091fc0f51dc7aca9ddc486bfe,Graph Editor,8/1/2018 0:53,,1,NA,Custom,NA,8
458,42a6e310d0fb4cbd4c35755fd0c71564,Graph Saved in Editor,8/1/2018 0:53,,1,NA,Custom,NA,12
459,42a6e310d0fb4cbd4c35755fd0c71564,View Dashboard,8/1/2018 0:53,Light,1,NA,,NA,8
460,51b809b091fc0f51dc7aca9ddc486bfe,Graph Saved in Editor,8/1/2018 0:53,,1,NA,Custom,NA,17
461,51b809b091fc0f51dc7aca9ddc486bfe,View Dashboard,8/1/2018 0:53,Dark,1,NA,,NA,8
462,f217c8a4e6e2c34f758f0dfe4ebb996d,View Dashboard,8/1/2018 0:54,Light,68,NA,,NA,0
463,d96cf694dc904841288eb48c58d05d72,Orientation Switch,8/1/2018 0:54,,3,NA,,NA,29
464,d96cf694dc904841288eb48c58d05d72,View Dashboard,8/1/2018 0:54,Light,3,NA,,NA,29
465,5d07cb7798127b003f253edcf24550ae,View Dashboard,8/1/2018 0:54,Light,1,NA,,NA,8
466,5d07cb7798127b003f253edcf24550ae,Trial Sign Up Completed,8/1/2018 0:55,,1,NA,,NA,8
467,5d07cb7798127b003f253edcf24550ae,Guide Start,8/1/2018 0:55,,1,NA,,NA,8
468,5d07cb7798127b003f253edcf24550ae,View Dashboard,8/1/2018 0:55,Light,1,NA,,NA,8
469,5d07cb7798127b003f253edcf24550ae,Guide Start,8/1/2018 0:55,,1,NA,,NA,8
470,51b809b091fc0f51dc7aca9ddc486bfe,Edit Graph from Dashboard,8/1/2018 0:55,,1,NA,Custom,NA,8
471,5d07cb7798127b003f253edcf24550ae,Guide Exit,8/1/2018 0:55,,1,NA,,NA,8
472,51b809b091fc0f51dc7aca9ddc486bfe,Graph Editor,8/1/2018 0:55,,1,NA,Custom,NA,8
473,5d07cb7798127b003f253edcf24550ae,Guide Start,8/1/2018 0:55,,1,NA,,NA,8
474,5d07cb7798127b003f253edcf24550ae,Guide Exit,8/1/2018 0:55,,1,NA,,NA,8
475,5d07cb7798127b003f253edcf24550ae,Guide Start,8/1/2018 0:55,,1,NA,,NA,8
476,5d07cb7798127b003f253edcf24550ae,Add Blank Tab,8/1/2018 0:55,,1,NA,,NA,8
477,5d07cb7798127b003f253edcf24550ae,Add Button,8/1/2018 0:55,,1,NA,,NA,8
478,5d07cb7798127b003f253edcf24550ae,Guide Exit,8/1/2018 0:55,,1,NA,,NA,8
479,5d07cb7798127b003f253edcf24550ae,Guide Start,8/1/2018 0:55,,1,NA,,NA,8
480,5d07cb7798127b003f253edcf24550ae,Build a New Graph Button,8/1/2018 0:55,,1,NA,,NA,8
481,5d07cb7798127b003f253edcf24550ae,Guide Exit,8/1/2018 0:55,,1,NA,,NA,8
482,5d07cb7798127b003f253edcf24550ae,Graph Editor,8/1/2018 0:55,,1,NA,Custom,NA,8
483,5d07cb7798127b003f253edcf24550ae,Guide Start,8/1/2018 0:55,,1,NA,,NA,8
484,51b809b091fc0f51dc7aca9ddc486bfe,Graph Saved in Editor,8/1/2018 0:55,,1,NA,Custom,NA,17
485,51b809b091fc0f51dc7aca9ddc486bfe,View Dashboard,8/1/2018 0:55,Dark,1,NA,,NA,8
486,938922ddb1a818ff3b39b8178ba9a3a1,View Dashboard,8/1/2018 0:55,Light,NA,NA,,NA,NA
487,5d07cb7798127b003f253edcf24550ae,Graph Saved in Editor,8/1/2018 0:56,,1,NA,Custom,NA,8
488,5d07cb7798127b003f253edcf24550ae,Editor Survey,8/1/2018 0:56,,1,NA,,NA,8
489,ea0a1aa5119972fc3c8b79db33fcc37b,View Dashboard,8/1/2018 0:56,Light,2,NA,,NA,60
490,5d07cb7798127b003f253edcf24550ae,View Dashboard,8/1/2018 0:56,Light,1,NA,,NA,8
491,5d07cb7798127b003f253edcf24550ae,Create Data Source,8/1/2018 0:56,,1,NA,,NA,9
492,b8610d38ddca3692d34a55594e0b4df5,Orientation Switch,8/1/2018 0:57,,1,NA,,NA,50
493,b8610d38ddca3692d34a55594e0b4df5,View Dashboard,8/1/2018 0:57,Light,1,NA,,NA,50
494,51b809b091fc0f51dc7aca9ddc486bfe,Sidebar Help,8/1/2018 0:57,,1,NA,,NA,8
495,b8610d38ddca3692d34a55594e0b4df5,Tab Switched,8/1/2018 0:57,,1,NA,,NA,50
496,51b809b091fc0f51dc7aca9ddc486bfe,New Account,8/1/2018 0:57,,1,NA,,NA,8
497,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 0:57,,1,NA,Custom,NA,1
498,7989d44de16087d458d839e2dfbd60b0,Graph Editor,8/1/2018 0:57,,1,NA,Custom,NA,15
499,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:57,,1,NA,Custom,NA,6
500,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:57,Dark,1,NA,,NA,1
501,e8b0f503c5720f3c305f37871c4fef40,Edit Graph from Dashboard,8/1/2018 0:57,,1,NA,Custom,NA,1
502,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 0:57,,1,NA,Custom,NA,1
503,7989d44de16087d458d839e2dfbd60b0,Build Graph from Library,8/1/2018 0:57,,1,NA,,NA,15
504,7989d44de16087d458d839e2dfbd60b0,Graph Editor,8/1/2018 0:57,,1,NA,Custom,NA,15
505,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:57,,1,NA,Custom,NA,6
506,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:57,Dark,1,NA,,NA,1
507,42a6e310d0fb4cbd4c35755fd0c71564,Edit Graph from Dashboard,8/1/2018 0:57,,1,NA,Custom,NA,8
508,42a6e310d0fb4cbd4c35755fd0c71564,Graph Editor,8/1/2018 0:57,,1,NA,Custom,NA,8
509,e8b0f503c5720f3c305f37871c4fef40,Edit Graph from Dashboard,8/1/2018 0:58,,1,NA,Custom,NA,1
510,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 0:58,,1,NA,Custom,NA,1
511,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:58,,1,NA,Custom,NA,6
512,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:58,Dark,1,NA,,NA,1
513,f9375b795735486891aae3367d0adc7b,Orientation Switch,8/1/2018 0:58,,11,NA,,NA,0
514,f9375b795735486891aae3367d0adc7b,View Dashboard,8/1/2018 0:58,Light,11,NA,,NA,0
515,f9375b795735486891aae3367d0adc7b,Orientation Switch,8/1/2018 0:58,,11,NA,,NA,0
516,e8b0f503c5720f3c305f37871c4fef40,Edit Graph from Dashboard,8/1/2018 0:58,,1,NA,Custom,NA,1
517,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 0:58,,1,NA,Custom,NA,1
518,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 0:58,,1,NA,Custom,NA,6
519,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 0:58,Dark,1,NA,,NA,1
520,ea0a1aa5119972fc3c8b79db33fcc37b,View Dashboard,8/1/2018 0:58,Light,2,NA,,NA,60
521,a50d89d33e81f12695ff764f11bc4ab8,View Dashboard,8/1/2018 0:58,Light,1,NA,,NA,12
522,938922ddb1a818ff3b39b8178ba9a3a1,View Dashboard,8/1/2018 0:58,Light,NA,NA,,NA,NA
523,cdf4bb66fd746c576b981d82b0348433,View Dashboard,8/1/2018 0:58,Light,100,NA,,NA,0
524,934b0e42cc4b3ef85f24a49881bd4218,View Dashboard,8/1/2018 0:58,Light,10,NA,,NA,14
525,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 0:58,,100,NA,,NA,0
526,938922ddb1a818ff3b39b8178ba9a3a1,Guide Start,8/1/2018 0:58,,NA,NA,,NA,NA
527,938922ddb1a818ff3b39b8178ba9a3a1,Guide Exit,8/1/2018 0:59,,NA,NA,,NA,NA
528,938922ddb1a818ff3b39b8178ba9a3a1,Guide Start,8/1/2018 0:59,,NA,NA,,NA,NA
529,938922ddb1a818ff3b39b8178ba9a3a1,Add Existing Tab,8/1/2018 0:59,,NA,NA,,NA,NA
530,cdf4bb66fd746c576b981d82b0348433,View Dashboard,8/1/2018 0:59,Light,100,NA,,NA,0
531,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 0:59,,100,NA,,NA,0
532,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 0:59,,100,NA,,NA,0
533,cdf4bb66fd746c576b981d82b0348433,View Dashboard,8/1/2018 0:59,Light,100,NA,,NA,0
534,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 1:00,,100,NA,,NA,0
535,cdf4bb66fd746c576b981d82b0348433,View Dashboard,8/1/2018 1:00,Light,100,NA,,NA,0
536,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 1:00,,100,NA,,NA,0
537,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 1:00,Dark,1,NA,,NA,1
538,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 1:01,,100,NA,,NA,0
539,e8b0f503c5720f3c305f37871c4fef40,Edit Graph from Dashboard,8/1/2018 1:01,,1,NA,Custom,NA,1
540,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 1:01,,1,NA,Custom,NA,1
541,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 1:01,,1,NA,Custom,NA,6
542,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 1:01,Dark,1,NA,,NA,1
543,cdf4bb66fd746c576b981d82b0348433,View Dashboard,8/1/2018 1:01,Light,100,NA,,NA,0
544,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 1:02,,100,NA,,NA,0
545,cdf4bb66fd746c576b981d82b0348433,Orientation Switch,8/1/2018 1:02,,100,NA,,NA,0
546,7989d44de16087d458d839e2dfbd60b0,Graph Editor,8/1/2018 1:02,,1,NA,Custom,NA,15
547,7989d44de16087d458d839e2dfbd60b0,Graph Editor,8/1/2018 1:02,,1,NA,Custom,NA,15
548,e8b0f503c5720f3c305f37871c4fef40,Build Graph from Library,8/1/2018 1:03,,1,NA,,NA,6
549,e8b0f503c5720f3c305f37871c4fef40,Graph Editor,8/1/2018 1:03,,1,NA,Custom,NA,1
550,184aa1848d90368f39d1dd4b50632939,View Dashboard,8/1/2018 1:03,Light,4,NA,,NA,0
551,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:03,Light,13,NA,,NA,0
552,184aa1848d90368f39d1dd4b50632939,Manual Refresh,8/1/2018 1:03,,4,NA,,NA,0
553,87c2a4a0a608c4d7e46a233e117d8e95,View Dashboard,8/1/2018 1:03,Light,1,NA,,NA,8
554,184aa1848d90368f39d1dd4b50632939,View Dashboard,8/1/2018 1:04,Light,4,NA,,NA,0
555,184aa1848d90368f39d1dd4b50632939,Manual Refresh,8/1/2018 1:04,,4,NA,,NA,0
556,7e0d2c958b4b76211b1e5e3c8294ed22,View Plans,8/1/2018 1:04,,1,NA,,NA,29
557,7e0d2c958b4b76211b1e5e3c8294ed22,Guide Start,8/1/2018 1:04,,1,NA,,NA,29
558,184aa1848d90368f39d1dd4b50632939,Show More Graphs,8/1/2018 1:04,,4,NA,,9,0
559,184aa1848d90368f39d1dd4b50632939,Orientation Switch,8/1/2018 1:04,,4,NA,,NA,0
560,78d3bd83d75dd1981132eaaf587ccb83,View Dashboard,8/1/2018 1:04,Light,1,NA,,NA,8
561,813eb4f19558e06d8c6dd73caa1ea52b,View Dashboard,8/1/2018 1:04,Light,3,NA,,NA,0
562,2dc4ab05664bc381440736d9e28c4bd1,View Dashboard,8/1/2018 1:04,Light,8,NA,,NA,60
563,87c2a4a0a608c4d7e46a233e117d8e95,Trial Sign Up Completed,8/1/2018 1:04,,1,NA,,NA,8
564,2dc4ab05664bc381440736d9e28c4bd1,Show More Graphs,8/1/2018 1:05,,8,NA,,11,60
565,87c2a4a0a608c4d7e46a233e117d8e95,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
566,88f36b78aebb2e8fe8630271d463ee55,View Dashboard,8/1/2018 1:05,Light,1,NA,,NA,40
567,ec6d36c64937ed51f7af24b197b54a44,View Dashboard,8/1/2018 1:05,Light,1,NA,,NA,8
568,2dc4ab05664bc381440736d9e28c4bd1,Show More Graphs,8/1/2018 1:05,,8,NA,,11,60
569,184aa1848d90368f39d1dd4b50632939,Orientation Switch,8/1/2018 1:05,,4,NA,,NA,0
570,88f36b78aebb2e8fe8630271d463ee55,Template Connect Button,8/1/2018 1:05,,1,NA,,NA,40
571,88f36b78aebb2e8fe8630271d463ee55,Add Template Auth,8/1/2018 1:05,,1,NA,,NA,40
572,763a5c56284f07705a8562c2d4f76976,View Dashboard,8/1/2018 1:05,Light,1,NA,,NA,8
573,88f36b78aebb2e8fe8630271d463ee55,Add Template DS Settings,8/1/2018 1:05,,1,NA,,NA,40
574,87c2a4a0a608c4d7e46a233e117d8e95,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
575,87c2a4a0a608c4d7e46a233e117d8e95,Guide Exit,8/1/2018 1:05,,1,NA,,NA,8
576,78d3bd83d75dd1981132eaaf587ccb83,Trial Sign Up Completed,8/1/2018 1:05,,1,NA,,NA,8
577,bcb39f627f0d49dbb83c80d6d826ddc3,View Dashboard,8/1/2018 1:05,Light,3,NA,,NA,23
578,78d3bd83d75dd1981132eaaf587ccb83,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
579,87c2a4a0a608c4d7e46a233e117d8e95,Guide Exit,8/1/2018 1:05,,1,NA,,NA,8
580,88f36b78aebb2e8fe8630271d463ee55,Template Connected,8/1/2018 1:05,,1,NA,,NA,40
581,ec6d36c64937ed51f7af24b197b54a44,Trial Sign Up Completed,8/1/2018 1:05,,1,NA,,NA,8
582,87c2a4a0a608c4d7e46a233e117d8e95,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
583,87c2a4a0a608c4d7e46a233e117d8e95,Add Blank Tab,8/1/2018 1:05,,1,NA,,NA,8
584,ec6d36c64937ed51f7af24b197b54a44,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
585,ec6d36c64937ed51f7af24b197b54a44,View Dashboard,8/1/2018 1:05,Light,1,NA,,NA,8
586,ec6d36c64937ed51f7af24b197b54a44,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
587,ec6d36c64937ed51f7af24b197b54a44,Guide Exit,8/1/2018 1:05,,1,NA,,NA,8
588,ec6d36c64937ed51f7af24b197b54a44,Guide Start,8/1/2018 1:05,,1,NA,,NA,8
589,184aa1848d90368f39d1dd4b50632939,View Dashboard,8/1/2018 1:05,Light,4,NA,,NA,0
590,bcb39f627f0d49dbb83c80d6d826ddc3,Show More Graphs,8/1/2018 1:05,,3,NA,,7,23
591,938922ddb1a818ff3b39b8178ba9a3a1,View Dashboard,8/1/2018 1:05,Light,14,NA,,NA,0
592,938922ddb1a818ff3b39b8178ba9a3a1,Add Existing Tab,8/1/2018 1:06,,14,NA,,NA,0
593,ec6d36c64937ed51f7af24b197b54a44,Create Data Source,8/1/2018 1:06,,1,NA,,NA,8
594,3cdc5e38a59a03a8e1b03abfb748b59a,View Dashboard,8/1/2018 1:06,Light,1,NA,,NA,8
595,813eb4f19558e06d8c6dd73caa1ea52b,View Dashboard,8/1/2018 1:06,Light,3,NA,,NA,0
596,87c2a4a0a608c4d7e46a233e117d8e95,Create Data Source,8/1/2018 1:06,,1,NA,,NA,8
597,d96cf694dc904841288eb48c58d05d72,View Dashboard,8/1/2018 1:06,Light,3,NA,,NA,29
598,87c2a4a0a608c4d7e46a233e117d8e95,Data Source Connector,8/1/2018 1:06,,1,NA,,NA,8
599,3cdc5e38a59a03a8e1b03abfb748b59a,Create Data Source,8/1/2018 1:06,,1,NA,,NA,8
600,87c2a4a0a608c4d7e46a233e117d8e95,DS Template Selected,8/1/2018 1:06,,1,NA,,NA,8
601,3cdc5e38a59a03a8e1b03abfb748b59a,Create Data Source,8/1/2018 1:06,,1,NA,,NA,8
602,ec6d36c64937ed51f7af24b197b54a44,Data Source Connector,8/1/2018 1:06,,1,NA,,NA,8
603,78d3bd83d75dd1981132eaaf587ccb83,View Dashboard,8/1/2018 1:06,Light,1,NA,,NA,8
604,78d3bd83d75dd1981132eaaf587ccb83,Guide Start,8/1/2018 1:06,,1,NA,,NA,8
605,78d3bd83d75dd1981132eaaf587ccb83,Guide Exit,8/1/2018 1:07,,1,NA,,NA,8
606,88f36b78aebb2e8fe8630271d463ee55,Template Connect Button,8/1/2018 1:07,,1,NA,,NA,40
607,88f36b78aebb2e8fe8630271d463ee55,Add Template Auth,8/1/2018 1:07,,1,NA,,NA,40
608,88f36b78aebb2e8fe8630271d463ee55,Add Template DS Settings,8/1/2018 1:07,,1,NA,,NA,40
609,88f36b78aebb2e8fe8630271d463ee55,Template Connected,8/1/2018 1:07,,1,NA,,NA,40
610,87c2a4a0a608c4d7e46a233e117d8e95,Data Source Error,8/1/2018 1:07,,1,NA,,NA,8
611,9c2f8fff559aa33d9440c22fab314a79,View Dashboard,8/1/2018 1:08,Light,1,NA,,NA,21
612,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:08,Light,13,NA,,NA,0
613,ec6d36c64937ed51f7af24b197b54a44,Data Source Created,8/1/2018 1:08,,1,NA,,NA,8
614,88f36b78aebb2e8fe8630271d463ee55,Template Connect Button,8/1/2018 1:08,,1,NA,,NA,40
615,88f36b78aebb2e8fe8630271d463ee55,Add Template Auth,8/1/2018 1:08,,1,NA,,NA,40
616,88f36b78aebb2e8fe8630271d463ee55,Error,8/1/2018 1:08,,1,NA,,NA,40
617,e8b0f503c5720f3c305f37871c4fef40,Graph Saved in Editor,8/1/2018 1:08,,1,NA,Custom,NA,6
618,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:08,Light,13,NA,,NA,0
619,88f36b78aebb2e8fe8630271d463ee55,Error,8/1/2018 1:08,,1,NA,,NA,40
620,ec6d36c64937ed51f7af24b197b54a44,View Dashboard,8/1/2018 1:08,Light,1,NA,,NA,8
621,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:08,Light,13,NA,,NA,0
622,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:08,Light,13,NA,,NA,0
623,88f36b78aebb2e8fe8630271d463ee55,Error,8/1/2018 1:08,,1,NA,,NA,40
624,ec6d36c64937ed51f7af24b197b54a44,View Dashboard,8/1/2018 1:08,Light,1,NA,,NA,8
625,ec6d36c64937ed51f7af24b197b54a44,Guide Start,8/1/2018 1:08,,1,NA,,NA,8
626,ec6d36c64937ed51f7af24b197b54a44,Guide Exit,8/1/2018 1:08,,1,NA,,NA,8
627,88f36b78aebb2e8fe8630271d463ee55,Error,8/1/2018 1:08,,1,NA,,NA,40
628,ec6d36c64937ed51f7af24b197b54a44,Add Blank Tab,8/1/2018 1:08,,1,NA,,NA,8
629,ec6d36c64937ed51f7af24b197b54a44,Guide Start,8/1/2018 1:08,,1,NA,,NA,8
630,ec6d36c64937ed51f7af24b197b54a44,Add Button,8/1/2018 1:09,,1,NA,,NA,8
631,ec6d36c64937ed51f7af24b197b54a44,Guide Exit,8/1/2018 1:09,,1,NA,,NA,8
632,ec6d36c64937ed51f7af24b197b54a44,Guide Start,8/1/2018 1:09,,1,NA,,NA,8
633,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
634,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
635,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
636,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
637,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
638,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
639,ec6d36c64937ed51f7af24b197b54a44,Graph Gallery,8/1/2018 1:09,,1,NA,,NA,8
640,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
641,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
642,77757e99eb32bc0977fe1e5865a19791,View Dashboard,8/1/2018 1:09,Light,13,NA,,NA,0
643,88f36b78aebb2e8fe8630271d463ee55,Error,8/1/2018 1:09,,1,NA,,NA,40
644,e8b0f503c5720f3c305f37871c4fef40,View Dashboard,8/1/2018 1:09,Dark,1,NA,,NA,1
645,ec6d36c64937ed51f7af24b197b54a44,Add Button,8/1/2018 1:09,,1,NA,,NA,8
646,ec6d36c64937ed51f7af24b197b54a44,Guide Exit,8/1/2018 1:09,,1,NA,,NA,8
647,ec6d36c64937ed51f7af24b197b54a44,Graph Gallery,8/1/2018 1:09,,1,NA,,NA,8
648,ec6d36c64937ed51f7af24b197b54a44,Build a New Graph Button,8/1/2018 1:09,,1,NA,,NA,8
